entrez_id,mean_log2FC,n_probes
7846,2.418491939583337,1
3428,2.4179975829375002,3
388677,2.414567353020832,1
1805,2.4093193120069434,3
5360,2.4013257169791675,1
3158,2.3880417302395833,2
4121,2.3868526297187493,2
719,2.383043230229167,1
26064,2.3826196833958315,1
3113,2.372695587041666,3
196,2.3655660953125013,1
3108,2.3629575229375,1
911,2.3606548905000007,1
5836,2.3507646761458343,1
56961,2.3502069530625,1
6038,2.346312324822916,2
81671,2.342337013888888,3
4118,2.3388659629166684,1
7291,2.3338782296458342,1
84624,2.3300572528333348,1
6591,2.3220100451875,1
91614,2.316983222958334,1
84918,2.304996347375,1
645166,2.296788105631945,3
440738,2.2923778706875,1
79673,2.2906090433333337,1
4692,2.2900219094375,1
5920,2.289856230479166,1
147991,2.279476636229168,1
7764,2.271915823583333,1
3671,2.270394592333332,1
4619,2.2653493473750004,1
26509,2.258390219756943,3
100133941,2.2546703303576385,6
1755,2.2508353555,1
3001,2.2416614335625,1
4688,2.241577919791666,1
445,2.239436351166667,1
3109,2.2383441959166666,1
203447,2.2347489654791666,2
4499,2.234427149875,1
9768,2.2331063410833325,2
192668,2.231944781812501,1
51186,2.2299472783124985,1
54206,2.228400188479166,1
2200,2.2263610843263906,3
1306,2.225579686458333,1
79633,2.2202998273749994,1
3959,2.215138188479165,1
6355,2.2138266378958336,1
4615,2.2102855310625014,1
7357,2.204658405645833,3
5457,2.199211198645834,2
55365,2.198322726833335,1
7730,2.194448500104166,1
113802,2.1733816742500007,1
4015,2.168698631208333,3
200030,2.1676761702500027,1
57688,2.165609370916666,1
5179,2.1647949810729177,2
2353,2.1641924335833336,1
10462,2.162401891812501,1
79839,2.1572813890624998,1
4675,2.155661487520833,1
23262,2.153959636062501,1
2537,2.1524625222916667,1
64084,2.148504424583334,2
55672,2.143264457736111,3
6091,2.137474419145831,1
9509,2.1345448236527784,3
100628315,2.1266794655104175,2
57616,2.124805493729167,2
2697,2.122525283729168,1
7077,2.113716949909723,3
80032,2.112942484416667,1
51375,2.10810946275,1
51430,2.1059722634166667,1
4067,2.1054628235208344,3
23630,2.104749775625001,1
710,2.1038606898958303,1
2681,2.1012920859583337,1
390,2.0991023320208315,1
2065,2.0903667301208335,5
56849,2.084193917354168,1
4600,2.082919797812499,1
11031,2.0812051327013887,3
57758,2.0805117183333346,1
27242,2.0794291592291665,2
1902,2.079320367569444,3
6999,2.0750545183229168,2
10769,2.0732722883333343,1
2635,2.064936426979167,1
341,2.064534884343749,2
168537,2.058249885875001,1
100996740,2.057565127916667,1
200916,2.0573023627083358,1
100996412,2.054090873499999,1
199,2.0506860877916666,4
3936,2.0504994033750004,1
114898,2.045623703812499,1
4281,2.0429119275277787,3
4239,2.0406385495833312,1
51191,2.0397854389375008,1
8910,2.038502095083333,1
11081,2.0367052112291666,1
83987,2.0351761240937503,2
185,2.0336072081562495,2
301,2.030068870802083,2
3212,2.027769092041666,1
123016,2.027636875979166,1
4635,2.0230552817499996,4
58494,2.022692578604167,2
57088,2.0204511004583336,1
23362,2.0179261775763893,3
4617,2.014197379895834,1
10124,2.0084712169791663,1
11010,2.004103420370833,5
118788,2.001466433552083,2
1192,2.000798441395835,1
51765,1.9999123045520837,2
837,1.9972058443749994,2
54843,1.9923007704791666,3
4065,1.9880812007291666,2
152007,1.9818121530208335,2
57134,1.9799244519375003,2
120,1.9759304793541659,4
6275,1.974243231125,1
169611,1.967957823291667,1
79161,1.966485573979167,1
10288,1.9659068720104171,2
94240,1.9658682730104171,2
9450,1.9616366192916668,1
5932,1.9594759501458336,1
7106,1.95905939728125,2
3115,1.9572395233229156,2
5764,1.9565606058593754,4
9055,1.9543273895416653,1
54510,1.9542333008645838,2
1880,1.9535199556041676,1
4938,1.9497457890104164,2
9168,1.948139783750003,1
384,1.9472554543124996,2
55603,1.9459802596111118,3
2359,1.945744982270833,2
4689,1.945375444583334,2
5166,1.943150544173611,3
114908,1.9393145303541663,1
688,1.9330074980000003,2
8842,1.932067327125,1
4958,1.9315899779687509,2
3665,1.931497975791668,1
81558,1.930732684875001,1
1879,1.9292720898541669,4
1601,1.923287309821429,7
7358,1.922928177437499,1
55824,1.9176203911111116,3
54504,1.9175883635208344,1
1215,1.9162884970416656,1
79070,1.9124741756041672,1
112616,1.9106428646250007,2
7837,1.9102197312499998,2
11275,1.9096628407500007,1
7096,1.9066352065208323,1
3091,1.9050698325416688,1
2167,1.9045547563124994,2
340061,1.8929886028124998,2
1184,1.8886383706583334,5
7100,1.8874189196041653,1
266655,1.8835484639375,1
54,1.8832319429166664,1
115207,1.8813182659583338,2
6122,1.8798711908833332,5
5737,1.8798059624791665,2
7351,1.8795734950937493,2
4147,1.8788813000104168,2
3117,1.8787073148125,4
29128,1.8765461888541668,1
64499,1.8759581628750004,1
4192,1.8748979638125,1
6352,1.8737025337013893,3
283897,1.8734602398333324,1
161742,1.8717493588749996,3
151636,1.8716337432708332,1
10544,1.8713932261041668,1
144203,1.8686153345625005,1
22856,1.868260361270832,1
1234,1.8680204923750008,1
51133,1.8652738368541657,1
112770,1.8636828800277776,3
65124,1.8616318349375,2
64175,1.8591023809166671,1
79415,1.8569542649583333,1
23213,1.8558606790486112,3
10659,1.854959686684524,7
100132891,1.8544617271041672,1
285195,1.8537980272812502,2
9452,1.8521715802916656,2
25927,1.8499315203541655,1
6614,1.8487671218020836,2
586,1.8456268740572916,4
9871,1.844185144958334,3
4921,1.8403230065572924,4
10268,1.8373686906875,1
6451,1.8365691110104154,2
2239,1.8362673842187511,2
6362,1.8291134290208335,2
84707,1.8284412187916663,1
79605,1.827686380645833,1
5980,1.827141502291668,2
343450,1.82227793934375,2
4853,1.8216685928833338,5
133022,1.8204932526875008,1
57205,1.81601475075,1
7123,1.812800744145834,1
26769,1.812263771510416,4
83871,1.8106586945625,2
10418,1.8102460640375004,5
57162,1.8086997292222222,3
53827,1.808212956083333,2
25932,1.8081081984236116,3
84527,1.8045711656666672,1
3437,1.8037449392291665,2
375295,1.8031220351458332,1
50856,1.8024277898229175,2
145389,1.8006858710208338,1
643733,1.7924802626041676,2
2146,1.7893532319374992,1
2534,1.7893474461250003,3
1230,1.7886476834895833,2
166336,1.7857133669166665,1
57181,1.7843610158958327,1
92344,1.783598939437499,1
23031,1.783523153750001,1
23312,1.7811141674895832,2
4681,1.7794062340312498,2
637,1.7786530994583332,3
55959,1.778230923468751,2
1803,1.7759233861874992,3
10927,1.7721321044687497,2
11067,1.7720529304166672,2
2487,1.7717926858906239,4
27306,1.7690460303541655,1
4267,1.768762984666666,2
58505,1.76152364297917,1
6281,1.7595648673125015,2
840,1.7567015929583345,1
221091,1.7566071467500004,1
101927365,1.7555606850208338,1
8673,1.7555217944583346,1
2202,1.754440597152778,3
256691,1.7536044846041676,1
5634,1.7533998616979156,2
5178,1.750531901951388,3
9061,1.749346832895835,1
54756,1.7491074826666673,2
304,1.7440466134791652,1
10095,1.740292811270835,1
9111,1.737203630250001,1
129607,1.7370356420208326,1
23446,1.7355865528819443,6
29902,1.7327980532499998,1
91607,1.7327844692291672,1
6303,1.7319733920833331,4
59277,1.7316361349583316,1
7220,1.7315311450972224,3
1519,1.7263411499791674,1
10723,1.7255573283958343,1
1960,1.7250056057708312,1
338758,1.7245726634583347,1
9122,1.722588327583332,1
7373,1.7191776084305557,3
871,1.718126342854167,1
10954,1.7158370576458326,1
140576,1.7146454607291677,1
51170,1.713184102125001,1
283120,1.7096266867708325,2
2019,1.7088142814583334,1
4282,1.7084599759583323,1
65108,1.7067661183541682,1
23564,1.7064281144652778,3
84650,1.7055352578124987,1
5346,1.7049732318541668,1
54941,1.7032177700000002,2
10346,1.7024936055208322,1
51063,1.6994257521041671,2
1545,1.6988496667812498,4
79772,1.697913743340278,3
3055,1.6976411752499994,1
29887,1.6972690129583334,1
9180,1.6956150371458338,3
100506897,1.6940798868958322,1
3903,1.6932313864166662,2
10082,1.6928314860520828,2
3434,1.692369454791665,1
23204,1.6905071150416653,1
666,1.6903858656458328,1
83872,1.6902480299791651,1
143,1.6895005056458323,1
4082,1.689349527300001,5
6358,1.6846807580624985,1
84513,1.6808945989687503,4
8836,1.6801314482291665,1
3150,1.6799498469166672,2
9358,1.6784148477666665,5
9547,1.6777235047499997,3
11000,1.675860331041667,1
5698,1.668765335020832,1
347733,1.6679543854375014,1
5723,1.666277499222223,3
259230,1.665502709958334,1
7518,1.6646532691145832,4
57717,1.664090080708334,1
84674,1.6629757943124996,1
80818,1.6592202596354158,2
6567,1.655414907958333,1
25895,1.6549235891875012,1
64859,1.6518258509236112,3
4907,1.6503403209739584,4
4542,1.6422558836250003,1
9535,1.6407455944375,1
2719,1.637681386145833,2
10046,1.6339654322291643,1
55901,1.6332477951250022,1
83483,1.6307554139374991,1
28978,1.628935452104166,1
57526,1.628828530791667,1
148170,1.6280001034166665,1
80237,1.6276965968020827,2
6423,1.627484931177083,2
23270,1.627164351458335,1
25816,1.626819068381944,3
100134445,1.6264155949166677,1
2332,1.6258872352812506,2
8936,1.6251860953958346,1
7045,1.623996865104166,1
23194,1.6238166526041669,1
51280,1.6234277678645836,2
84662,1.6224367758333331,1
27347,1.6209572674791677,1
5025,1.6201872933333337,1
9581,1.618004202526041,4
2669,1.617171691916666,1
5788,1.6163006163124998,5
283,1.6127562856041655,1
56944,1.6112053615416675,1
441951,1.610380347901042,4
246126,1.6086287845333327,5
54796,1.6049743938368053,6
5479,1.6040642249791652,2
92181,1.6032917393020862,2
255758,1.6025705689791665,1
89891,1.600803277791666,1
283431,1.5978357183020835,2
58191,1.5974725095625,1
92597,1.5969987261458352,1
23406,1.5963846908263888,3
25945,1.595137682145833,1
7097,1.592518520895832,1
10631,1.592291267947916,4
7130,1.5902167676145824,2
10577,1.5900037889374996,1
10788,1.5860942909479163,2
901,1.5859786231749997,5
51313,1.583792488885417,2
5274,1.5801828315416673,1
54551,1.5797530976458338,1
720,1.5795546722222225,3
6387,1.5787415735208326,2
28959,1.578720570541666,2
64102,1.5780323404375007,1
55920,1.5779405336874994,1
653,1.5755019055624997,2
201725,1.5737740757604168,2
27253,1.5736805820694446,3
57730,1.5736710235624995,1
4081,1.5734289733750009,1
100874362,1.5723712039062505,2
25832,1.5711898129136905,7
25825,1.5696568731527776,3
6503,1.5695525349583321,2
3815,1.5693518147291678,1
51514,1.5686403399999997,2
7049,1.5676523122291663,2
633,1.5673750993611115,3
23303,1.5663883575625004,1
10974,1.5660183883125,1
55125,1.5658930793958317,1
113146,1.5645973046145836,2
2152,1.5641763862500015,1
3627,1.5627694357083337,1
1842,1.5618577565416663,2
64641,1.5615626257083337,3
7486,1.5614619632291666,1
83700,1.5600689250069444,3
84898,1.557847840274306,6
121227,1.5572581140833344,1
8743,1.5570711737083347,3
11015,1.5538445482430552,3
389831,1.5529455659687503,4
65059,1.551058913244791,4
6383,1.5508612964722228,3
165,1.5508062679166643,1
9837,1.5499992393541668,1
7286,1.5497681269166668,1
4826,1.549636275104168,1
55752,1.549544091713542,4
9473,1.548482810125001,2
4046,1.5481856514583343,1
3796,1.5477758115520828,2
84321,1.5476899853958337,1
10857,1.545220667927083,2
9935,1.544163939833333,2
51192,1.5434132075208338,3
64780,1.542233564479167,1
5355,1.541903492687501,1
23536,1.5415250250416674,1
26035,1.538426290916667,1
7060,1.5383268122500002,1
100272216,1.538120794395832,1
100507311,1.5372688665208338,1
9636,1.5357158897708336,1
100506725,1.5356199624375009,1
28982,1.5350159703437494,2
7048,1.5338039956562486,2
26115,1.5324856890069443,3
11096,1.5324134750156246,4
64744,1.5283113129583334,1
7177,1.5264746239642855,7
25939,1.5249166139756942,6
10516,1.5227076403958364,1
55016,1.5218705822968752,4
81537,1.521398008270832,2
80896,1.5183216300104168,4
102724356,1.5167217612499977,1
79630,1.5161885605208338,1
7074,1.516028816822917,2
50810,1.5145478328072917,8
10384,1.5144558033819437,3
55026,1.5133113592083345,1
64747,1.5121766065833349,1
3398,1.5102698447083334,3
9258,1.5096487455833332,2
2634,1.5089227798854168,2
9865,1.5086616500312506,2
6241,1.50853603925,2
6583,1.507441916125,1
4599,1.5072793765625008,1
26011,1.504860258229166,1
50509,1.5046960508333318,2
57507,1.5038793394791665,2
1397,1.502519744250001,1
1675,1.5024984883333374,1
25937,1.502120670395832,3
51299,1.501686668520832,1
1164,1.5007562695625003,1
114327,1.4985499527222215,3
3119,1.4973403238812502,10
132160,1.4953068860833332,1
284018,1.4952514893958346,1
6320,1.4948793102847227,3
9805,1.4943618687916658,1
4345,1.4940280745208332,2
11118,1.4931975532083337,2
3123,1.4913227440486114,3
83641,1.4912963223749993,2
10609,1.4907534313125002,1
6282,1.490338078395835,1
3689,1.4900474902638887,3
90843,1.4898487101041669,1
96626,1.486231982895834,1
80312,1.4853452832083347,1
9077,1.4848709190208331,1
5806,1.4839096158124998,1
344595,1.4821327685833345,2
91543,1.4765988444062494,2
23460,1.4765455884583345,1
84962,1.475756334109375,4
253559,1.4729383422125,5
1993,1.4729273116458337,2
554282,1.4721885103125008,1
81557,1.4710664369479163,2
51267,1.469438711875,1
1193,1.4680626097916667,1
130733,1.466216624854166,1
79710,1.4654195611249978,1
100131187,1.4648233918333349,1
2205,1.4640257178333325,2
3927,1.4610696973333344,1
4086,1.458126876791667,3
116843,1.4579654577500012,1
5042,1.456925864416668,1
3838,1.455468569375,2
8697,1.4550925308645837,2
1808,1.4539369902083337,1
8477,1.452011485333334,1
348,1.4507305158680557,3
1075,1.4501988369947907,4
10404,1.4487585981979185,2
10971,1.4483504503888884,3
57519,1.448069255958333,1
55601,1.446205718541666,1
150368,1.4460260638541662,1
54477,1.4460038582395829,2
4283,1.4454246355833331,1
123920,1.4438746980347232,3
27018,1.4432817282500032,1
9961,1.4387863453541678,1
143458,1.4384868881249997,1
2014,1.4359246461875,1
100507303,1.435148093666669,1
1282,1.4346148416041657,2
11270,1.4335786966458333,1
25900,1.432760409583334,2
23324,1.4315763613124988,1
4430,1.430743539659722,3
728392,1.4306701750416655,1
55133,1.4275932489166672,1
64131,1.42747515515625,2
2619,1.4259252614687494,2
57531,1.4248219442500014,1
5922,1.4247824419861115,3
51762,1.4235949453958339,3
100506311,1.4205704193125002,3
3087,1.4195878302395823,2
57408,1.4192467303125,2
10916,1.417404951145833,2
10475,1.4126003672291665,4
339324,1.4124063727812493,2
51303,1.4122985127361118,3
90592,1.4120350379166655,1
4033,1.4103769923020828,2
221981,1.4095877281510418,4
51379,1.4086616696458316,1
308,1.4073620160000004,1
85236,1.407135512,1
8542,1.4047054254999995,1
132299,1.4046028252708345,1
57381,1.4036330501190482,7
4217,1.403185939333334,2
7552,1.4020804404583342,2
29127,1.3997817846249987,1
84282,1.3996422090312506,2
101927451,1.398411888854167,1
9945,1.3983584179166657,1
1043,1.3978890788020837,2
57562,1.394777993972222,3
22949,1.394480091659722,3
6934,1.3925056758392855,7
64167,1.38881818485,5
8639,1.388571837500001,1
1303,1.3880351424249995,5
64761,1.3874733739166674,1
23366,1.386564512,1
187,1.3858407141874984,1
4684,1.3854297836041667,7
25960,1.3846010926145833,2
25966,1.3838171967291668,1
5321,1.381426776125001,1
7431,1.381041233291667,2
80760,1.3801924628541657,2
1612,1.3793315850833334,2
2189,1.3785010909791668,1
1292,1.37824643103125,2
64092,1.3774409146944444,3
80301,1.3764235705833334,1
8519,1.376170964635417,2
9590,1.375977043604167,5
7991,1.3754011310000003,5
127435,1.3739776179895837,2
653238,1.3732120022291667,1
55326,1.3704912540729164,2
10178,1.3683068222604173,2
54682,1.366440636250001,1
399959,1.3645968471875003,1
5270,1.3636966921770832,2
55273,1.362913643916666,1
914,1.3628544582916664,1
3234,1.3624912467500003,1
85313,1.3611631934791673,1
101926967,1.3602051326041669,1
147463,1.3592393982395836,2
79830,1.3585259939999998,1
8835,1.3584789722777773,3
86,1.3572831529166658,1
387758,1.3571711888124998,2
10800,1.3566189136388884,3
84450,1.3564711730208319,2
8613,1.3556638476458336,3
51421,1.3555694765416666,1
115817,1.3549629391875009,1
339896,1.3532898014583328,1
91947,1.352174886708334,1
8323,1.3503579883750003,1
79827,1.3492443414999995,2
64409,1.3473576377291665,1
409,1.3471839571875002,1
6403,1.347004070270834,1
55728,1.346467047135416,2
8767,1.346065506604167,2
139818,1.3438691240104164,2
7456,1.3421665137552086,4
55800,1.3402264021562496,2
84930,1.339592710833332,1
3897,1.3383927570208334,2
3726,1.3383523377291668,1
401548,1.3382038480208325,1
56829,1.3376850319027784,3
2532,1.3359654570416664,2
9500,1.3353991755624968,1
11339,1.3327829152708333,1
200894,1.3323049188125011,1
100127983,1.3304654038645827,2
1009,1.3299761514427082,4
1786,1.329809313854165,1
54809,1.3287734777708318,2
6414,1.3283153133958334,2
4609,1.328245764708332,1
25890,1.3277008008888884,3
6624,1.3271258293125001,2
8407,1.3264414333645824,2
9844,1.325539395770833,1
3133,1.3250072850555548,3
1163,1.3250040020833316,1
355,1.322848683109375,4
10123,1.3219746071666667,4
11217,1.3213457068697911,4
1634,1.3211487462321434,7
387914,1.319064986812501,1
64123,1.3178023242499997,1
7105,1.3167486434166675,2
101927268,1.3149431691250006,1
10203,1.3147571262291666,3
55144,1.3135909612499992,1
11177,1.3128219116145834,2
57476,1.3127054595,1
387103,1.3121102433333327,1
100131541,1.308416132083332,1
63920,1.3080184805000004,1
51279,1.3079835744895838,2
5552,1.3069811719374995,3
1389,1.3069112494861115,3
284207,1.3066997158958342,1
55771,1.3062366135555552,3
3071,1.306017714277777,3
4125,1.3060051958958336,1
8853,1.3049653108541666,1
5327,1.3032677169374989,1
55033,1.3031895855277777,3
55120,1.3024928628125023,1
53826,1.3006022994375002,1
3269,1.2983780246979164,2
3080,1.2977329431041662,1
54511,1.2964882805069446,3
1915,1.2943915732465283,6
4016,1.2942316942291685,1
339524,1.294196767291666,2
836,1.2928404805416678,1
81704,1.292566609505208,4
10990,1.2922201065625,1
113,1.2921261688854164,2
6890,1.2918808985000014,1
5493,1.2918761431249992,1
115825,1.2912181602083335,4
133418,1.2911984163958334,2
64407,1.2894768051249992,1
9949,1.2885581875677088,4
26031,1.2883588398125003,2
1910,1.2879045163125002,3
59345,1.287105825784723,3
55068,1.2870863048333343,1
222235,1.2866840129895836,2
79689,1.28565494071875,2
214,1.284419537513889,3
9839,1.2831816213249996,5
22822,1.2825247649791667,6
57182,1.2815829905000002,3
8706,1.2802482385763883,3
154761,1.279639306875,1
1266,1.2776468458125017,1
3176,1.2767460012673608,6
2790,1.2762969467083352,1
153682,1.2751990658958323,1
55055,1.2749154706354155,2
4869,1.274720292541665,3
2210,1.2740966206041675,1
8027,1.272303534375001,1
57552,1.2722441949374987,1
23531,1.271886295260416,2
5359,1.2718422591458343,3
2192,1.2691029054374994,5
57106,1.2682293296250011,1
51062,1.2680677242708334,1
3310,1.2664530844375004,2
55872,1.265570560729167,1
78991,1.2655350878958331,1
2006,1.265204517125001,2
4311,1.2651002769166677,2
90293,1.264697206750001,1
285362,1.2633886337708349,1
6332,1.2624360600312499,2
6348,1.2611844821666662,1
286343,1.2609878024999994,1
6252,1.2600332301979174,2
1958,1.2590996681111113,3
5205,1.2586666760833332,2
24138,1.2581178199479166,2
116441,1.2564499758645833,2
6398,1.2563453571041667,1
2531,1.255965280973958,4
55790,1.2552599015416668,2
401494,1.2547631870625007,2
401152,1.2539599967777775,3
728,1.2536550008750011,1
9582,1.2530234541249992,1
221895,1.2475434036770836,2
148203,1.246615720166666,2
55170,1.246205897666667,1
643314,1.245614824052083,2
1759,1.2447919317916671,1
22873,1.2445543047291658,2
7071,1.2434202807499997,1
2028,1.2427680460312494,2
5730,1.2425621305624999,3
30061,1.239566319135418,2
54757,1.2385655124947914,4
2882,1.2377914912708334,1
5873,1.2376277321624998,5
57620,1.2350617299999995,3
5935,1.2340116774270835,2
3431,1.2338737583249997,5
7059,1.2328356581666666,1
255967,1.2324980583333345,1
677809,1.2314958982083324,1
55717,1.2277224699687492,2
27123,1.2270912415,2
57045,1.2250475858333334,2
5613,1.2247792024999997,2
925,1.224700714666668,1
56967,1.22219480940625,2
27230,1.2221553866093753,4
730,1.2193654364895836,2
5105,1.219152442541667,1
84910,1.2184572797187505,2
29057,1.218368504375003,1
3106,1.2176978747916667,3
9697,1.2165461494791658,3
27152,1.216131673354166,1
27075,1.2157734530624982,1
159090,1.215632932395834,3
54587,1.2154743733333344,1
51510,1.2136355774374987,2
116028,1.2135448419166677,1
101060544,1.213211515520833,1
23439,1.2128565637395834,2
960,1.2124409038108974,13
1307,1.2124278213333337,1
79668,1.212407978270834,2
2004,1.2108059287083324,2
6229,1.2096050877604148,2
83695,1.2095544303229167,2
84133,1.2093014129166662,1
1116,1.2081690231041664,3
55742,1.206776890934524,7
340371,1.2061863512916655,1
80183,1.206041442333334,2
10493,1.2056112761458326,1
6746,1.2044890493541676,1
81792,1.2024060925312499,2
942,1.2022236966388882,3
157,1.201027958152778,3
55331,1.201022172597222,6
6988,1.2004747160208329,1
23328,1.2001957954444442,3
1326,1.200106465239584,2
574028,1.1994781054895827,2
5832,1.1992547201562491,2
728855,1.1982245266458351,1
51715,1.1968483089722222,3
947,1.1966732453124995,1
975,1.195215981125001,1
4893,1.1948080287916665,2
8653,1.194758485005209,4
54622,1.1946752703020824,2
148867,1.1946294286319439,3
55783,1.1939259888124996,1
1848,1.1935623427222228,3
79982,1.1930569771944446,3
64417,1.1929766202013896,3
4126,1.192731117500001,1
3107,1.1924742109114588,4
144165,1.1919570667135417,4
23671,1.1918482653541669,3
2247,1.1906077584895831,2
51092,1.1905706507395832,2
4610,1.1891700040312494,2
1060,1.1887382327916671,1
1284,1.1878853623229166,2
894,1.1854300506822912,4
128553,1.1847872914201394,6
151176,1.1835241810833337,1
112609,1.1827915763958332,1
80114,1.1815900060000009,2
1471,1.1810022856111098,3
29015,1.1809967775729144,2
5396,1.1804895860555567,3
83742,1.1788838237708341,2
54974,1.1783223961250011,1
338872,1.177180229166666,1
221303,1.175194125270834,1
5445,1.174516977180556,3
11151,1.1733696790208334,1
728769,1.1721233425208335,1
5329,1.1716075319722228,3
29923,1.1697185796354161,2
55329,1.1691092840208333,1
